Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-07-14 00:00:00-04:00,7.864503513108816,7.916933536529541,7.864503513108816,7.916933536529541,25000,0.0,0.0,0.0
2000-07-17 00:00:00-04:00,8.362590372562408,8.388805389404297,8.362590372562408,8.388805389404297,10000,0.0,0.0,0.0
2000-07-18 00:00:00-04:00,8.362588882446289,8.362588882446289,8.362588882446289,8.362588882446289,10000,0.0,0.0,0.0
2000-07-19 00:00:00-04:00,8.152870178222656,8.152870178222656,8.152870178222656,8.152870178222656,10000,0.0,0.0,0.0
2000-07-20 00:00:00-04:00,8.336372375488281,8.336372375488281,8.336372375488281,8.336372375488281,5000,0.0,0.0,0.0
2000-07-21 00:00:00-04:00,8.388805389404297,8.388805389404297,8.388805389404297,8.388805389404297,200,0.0,0.0,0.0
2000-07-24 00:00:00-04:00,8.388805389404297,8.388805389404297,8.388805389404297,8.388805389404297,0,0.0,0.0,0.0
2000-07-25 00:00:00-04:00,8.388805389404297,8.388805389404297,8.388805389404297,8.388805389404297,0,0.0,0.0,0.0
2000-07-26 00:00:00-04:00,8.388805389404297,8.388805389404297,8.388805389404297,8.388805389404297,0,0.0,0.0,0.0
2000-07-27 00:00:00-04:00,8.283945083618164,8.283945083618164,8.283945083618164,8.283945083618164,100,0.0,0.0,0.0
2000-07-28 00:00:00-04:00,8.388804774130543,8.388804774130543,8.126654624938965,8.126654624938965,21300,0.0,0.0,0.0
2000-07-31 00:00:00-04:00,8.100439610019807,8.126654624938965,8.100439610019807,8.126654624938965,200,0.0,0.0,0.0
2000-08-01 00:00:00-04:00,7.969363472678445,8.074223518371582,7.969363472678445,8.074223518371582,7400,0.0,0.0,0.0
2000-08-02 00:00:00-04:00,7.969365119934082,7.969365119934082,7.969365119934082,7.969365119934082,100,0.0,0.0,0.0
2000-08-03 00:00:00-04:00,7.916933536529541,7.916933536529541,7.916933536529541,7.916933536529541,10000,0.0,0.0,0.0
2000-08-04 00:00:00-04:00,8.126655809438912,8.231515884399414,8.126655809438912,8.231515884399414,700,0.0,0.0,0.0
